Tran ID,Tran Date,Status,Filer/Committee,Contributor/Payee,Sub Type,Amount,committee_id
1395999,10/25/2012,Original,Oregon Health Care Association PAC,110259 ALPINE HOUSE ASSISTED LIVING,Cash Contribution,27.0,275
1396001,10/25/2012,Original,Oregon Health Care Association PAC,210060 MEADOWS COURTYARD,Cash Contribution,30.6,275
1396002,10/25/2012,Original,Oregon Health Care Association PAC,312053 MARQUIS CARE AT WILSONVILLE,Cash Contribution,57.6,275
1396003,10/25/2012,Original,Oregon Health Care Association PAC,110363 ROYAL ANNE ASSISTED LIVING FACILITY,Cash Contribution,91.8,275
1396004,10/25/2012,Original,Oregon Health Care Association PAC,110523 MARQUIS VINTAGE SUITES AT HOPE VILLAGE,Cash Contribution,72.0,275
1396006,10/25/2012,Original,Oregon Health Care Association PAC,210136 WEST WIND ENHANCED CARE,Cash Contribution,12.6,275
1396008,10/25/2012,Original,Oregon Health Care Association PAC,211985 HILLSIDE CARE MANOR,Cash Contribution,23.4,275
1396009,10/25/2012,Original,Oregon Health Care Association PAC,213177 LINDEN MANOR ADULT RESIDENTIAL CARE FACILITY,Cash Contribution,37.8,275
1396011,10/25/2012,Original,Oregon Health Care Association PAC,215080 FIRWOOD GARDENS,Cash Contribution,70.2,275
1396012,10/25/2012,Original,Oregon Health Care Association PAC,310203 GATEWAY CARE & RETIREMENT CENTER,Cash Contribution,58.8,275
1396014,10/25/2012,Original,Oregon Health Care Association PAC,310520 MARQUIS CARE AT SILVER GARDENS,Cash Contribution,62.4,275
1396015,10/25/2012,Original,Oregon Health Care Association PAC,310716 MARQUIS CARE AT MT. TABOR,Cash Contribution,210.0,275
1396016,10/25/2012,Original,Oregon Health Care Association PAC,310517 MARQUIS CARE AT OREGON CITY,Cash Contribution,122.4,275
1396029,10/25/2012,Original,Oregon Health Care Association PAC,310593 MARQUIS CARE AT SPRINGFIELD,Cash Contribution,169.2,275
1399441,10/25/2012,Original,Oregon Health Care Association PAC,Miscellaneous Cash Contributions $100 and under,Cash Contribution,50.0,275
1401329,10/25/2012,Original,Oregon Health Care Association PAC,Tim Knopp for State Senate (15627),Cash Expenditure,5000.0,275
1401330,10/25/2012,Original,Oregon Health Care Association PAC,"Future PAC, House Builders (1524)",Cash Expenditure,5000.0,275
